index,sentence,length
2489,That's like the same price you paid in 1980.,1.88
2490,What the hell?,0.96
2491,So you would see a lot of innovation with Elon.,2.06
2492,Maybe it'd have some hyperloops.,1.5
2493,Yeah.,0.26
2494,"And I'm willing to make that trade-off, right?",1.68
2495,I'm willing to make...,0.48
2496,And this is why people think that dictators take power through some untoward mechanism.,6.3
2497,"Sometimes they do, but usually it's because the people want them.",2.06
2498,"And the downsides of a dictatorship, I feel like we've gotten to a point now with the oligarchy where, yeah, I would prefer the dictator.",7.64
2499,What'd you think about Scala as a programming language?,4.44
2500,I liked it more than I thought.,2.6
2501,I did the tutorials.,0.78
2502,"Like, I was very new to it.",0.76
2503,"Like, it would take me six months to be able to write, like, good Scala.",2.34
2504,"I mean, what did you learn about learning a new programming language from that?",2.48
2505,"Oh, I love doing, like, new programming tutorials and doing them.",3.14
2506,I did all this for Rust.,0.96
2507,"Some of it's upsetting JVM roots, but it is a much nicer...",5.5
2508,"In fact, I almost don't know why Kotlin took off and not Scala.",3.16
2509,"I think Scala has some beauty that Kotlin lacked, whereas Kotlin felt a lot more...",7.48
2510,"I mean, it was almost like, I don't know if it actually was a response to Swift, but that's kind of what it felt like.",4.16
2511,"Like, Kotlin looks more like Swift, and Scala looks more like, well, like a functional programming language, more like an OCaml or Haskell.",5.72
2512,"Let's actually just explore, we touched it a little bit, but just on the art, the science and the art of programming, for you personally, how much of your programming is done with GPT currently?",9.84
2513,None.,0.24
2514,None.,0.34
2515,I don't use it at all.,0.56
2516,Because you prioritize simplicity so much.,2.18
2517,"Yeah, I find that a lot of it is noise.",2.22
2518,"I do use VS Code, and I do like some amount of autocomplete.",5.06
2519,I do like a very...,1.38
2520,"A very, like, feels-like-rules-based autocomplete.",2.28
2521,"Like an autocomplete that's going to complete the variable name for me, so I don't have to type it, I can just press tab.",3.52
2522,That's nice.,0.5
2523,But I don't want an autocomplete.,1.34
2524,You know what I hate?,0.56
2525,"When autocompletes, when I type the word for, and it like puts like two, two parentheses, and two semicolons, and two braces, I'm like, oh, man.",7.48
2526,"Well, I mean, with VS Code and GPT with Codex, you can kind of brainstorm.",8.44
2527,I find...,1.62
2528,"I'm like probably the same as you, but I like that it generates code, and you basically disagree with it and write something simpler.",7.94
2529,"But to me, that somehow is like inspiring.",3.36
2530,It makes me feel good.,0.72
2531,"It also gamifies the simplification process, because I'm like, oh, yeah, you dumb AI system.",4.82
2532,You think this is the way to do it.,1.24
2533,I have a simpler thing here.,1.14
2534,It just constantly reminds me of like bad stuff.,3.54
2535,"I mean, I tried the same thing with rap, right?",1.64
2536,"I tried the same thing with rap, and actually I think I'm a much better programmer than rapper.",2.56
2537,"But like I even tried, I was like, okay, can we get some inspiration from these things for some rap lyrics?",3.78
2538,And I just found that it would go back to the most like cringy tropes and dumb rhyme schemes.,5.32
2539,"And I'm like, yeah, this is what the code looks like too.",2.38
2540,I think you and I probably have different thresholds for cringe code.,2.84
2541,You probably hate cringe code.,2.38
2542,"So it's for you, I mean, boilerplate is a part of code.",6.06
2543,"Like some of it, yeah, and some of it is just like faster lookup.",5.88
2544,"Because I don't know about you, but I don't remember everything.",2.64
2545,"Like I don't, I'm offloading so much of my memory about like, yeah, different functions, library functions and all that kind of stuff.",7.24
2546,"Like this GPT just is very fast at standard stuff and like standard library stuff, basic stuff that everybody uses.",8.7
2547,"Yeah, I think that, I don't know.",5.26
2548,"I mean, there's just a little of this in Python.",1.5
2549,"And maybe if I was coding more in other languages, I would consider it more, but I feel like Python already does such a good job of removing any boilerplate.",8.4
2550,That's true.,0.9
2551,"It's the closest thing you can get to pseudocode, right?",2.06
2552,"Yeah, that's true, that's true.",2.0
2553,"And like, yeah, sure.",0.92
2554,"If I like, yeah, great GPT, thanks for reminding me to free my variables.",4.32
2555,"Unfortunately, you didn't really recognize the scope correctly and you can't free that one, but like you put the freeze there and like, I get it.",6.58
2556,"Fiverr, whenever I've used Fiverr for certain things like design or whatever, it's always, you come back.",6.98
2557,"I think that's probably closer, my experience with Fiverr is closer to your experience with programming with GPT is like, you're just frustrated and feel worse about the whole process of design and art and whatever I use Fiverr for.",11.04
2558,"Still, I just feel like later versions of GPT, GPT I'm using as much as possible to just learn the dynamics of it, like these early versions, because it feels like in the future, you'll be using it more and more.",16.8
2559,"so And like, I don't want to be like, for the same reason I gave away all my books and switched to Kindle, because like, all right, how long are we going to have paper books?",9.52
2560,Like 30 years from now?,1.2
2561,"Like, I want to learn to be reading on Kindle, even though I don't enjoy it as much.",4.2
2562,And you learn to enjoy it more in the same way.,2.12
2563,"I switched from, let me just pause.",2.66
2564,I switched from Emacs to VS Code.,1.68
2565,Yeah.,0.2
2566,I switched from Vim to VS Code.,1.18
2567,"I think I, similar, but.",1.12
2568,It's tough.,1.08
2569,"And Vim to VS Code is even tougher, because Emacs is like old, like more outdated, feels like it.",6.6
2570,The community is more outdated.,1.6
2571,"Vim is like pretty vibrant still, so.",2.24
2572,I never used any of the plugins.,1.44
2573,I still don't use any of the plugins.,0.74
2574,"That's what I, I looked at myself in the mirror.",1.2
2575,"I'm like, yeah, you wrote some stuff in Lisp.",1.84
2576,Yeah.,0.36
2577,"No, but I never used any of the plugins in Vim either.",1.8
2578,I had the most vanilla Vim.,1.12
2579,I have a syntax highlighter.,0.9
2580,I didn't even have autocomplete.,0.86
2581,"Like, these things, I feel like, help you so marginally that, like, and now, okay, now VS Code's autocomplete has gotten good enough that like, okay, I don't have to set it up.",13.7
2582,I can just go into any code base and autocomplete's right 90% of the time.,2.52
2583,"Okay, cool, I'll take it.",1.0
2584,"All right, so I don't think I'm going to have a problem at all adapting to the tools once they're good.",4.9
2585,"But like, the real thing that I want is not something that like, tab completes my code and gives me ideas.",7.68
2586,"The real thing that I want is a very intelligent pair programmer that comes up with a little pop-up saying, hey, you wrote a bug on line 14 and here's what it is.",8.86
2587,Yeah.,0.96
2588,"Now, I like that.",0.78
2589,You know what does a good job of this?,1.02
2590,MyPy.,0.32
2591,I love MyPy.,1.26
2592,"MyPy, this fancy type checker for Python.",1.66
2593,Yeah.,0.14
2594,"And actually, I tried, like, Microsoft released one too, and it was like, 60% false positives.",5.24
2595,MyPy's like 5% false positives.,1.44
2596,"95% of the time, it recognizes, I didn't really think about that typing interaction correctly.",4.72
2597,"Thank you, MyPy.",0.62
2598,"So you like type hinting, you like pushing the language towards being a typed language.",6.28
2599,"Oh, yeah, absolutely.",0.46
2600,I think optional typing is great.,2.08
2601,"I mean, look, I think that like, it's like a meet in the middle, right?",1.98
2602,"Like, Python has this optional type hinting, and like, C++ has auto.",3.86
2603,C++ allows you to take a step back.,1.56
2604,"Well, C++ would have you brutally type out, std string iterator, right?",4.18
2605,"Now I can just type auto, which is nice.",1.56
2606,And then Python used to just have A.,2.68
2607,What type is A?,0.94
2608,It's an A.,0.46
2609,Yeah.,0.16
2610,A colon str.,1.58
2611,"Oh, okay, it's a string, cool.",1.32
2612,Yeah.,0.32
2613,"I wish there was a way, like a simple way in Python to like, turn on a mode which would enforce the types.",6.36
2614,"Yeah, like give a warning when there's no type, or something like this.",2.16
2615,"Well, no, to give a warning where, like MyPy is a static type checker, but I'm asking just for a runtime type checker.",4.62
2616,"Like, there's like ways to like, hack this in, but I wish it was just like a flag, like Python 3-T.",4.0
2617,"Oh, I see, I see.",1.62
2618,Enforce the types of runtime.,0.62
2619,Yeah.,0.22
2620,I feel like that makes you a better programmer.,1.42
2621,"That's a kind of test, right?",1.58
2622,That the type remains the same.,2.48
2623,"Well, no, that I didn't like mess any types up.",1.92
2624,"But again, like MyPy's getting really good, and I love it.",2.76
2625,And I can't wait for some of these tools to become AI powered.,3.14
2626,"Like, I want AIs reading my code, and giving me feedback.",2.72
2627,"I don't want AIs writing half-assed, auto-complete stuff for me.",4.92
2628,"I wonder if you can now take GPT, and give it a code that you wrote for a function, and say, how can I make this simpler, and have it accomplish the same thing?",8.04
2629,I think you'll get some good ideas on some code.,2.0
2630,"Maybe not the code you write, for TinyGrad type of code, because that requires so much design thinking, but like, other kinds of code.",8.54
2631,I don't know.,0.7
2632,"I downloaded the plugin, maybe like two months ago.",2.96
2633,"I tried it again, and found the same.",1.76
2634,"Look, I don't doubt that these models are going to first become useful to me, then be as good as me, and then surpass me.",7.96
2635,"But from what I've seen today, it's like someone, you know, occasionally taking over my keyboard that I hired from Fiverr.",11.1
2636,I'd rather not.,2.02
2637,"Ideas about how to debug the code, basically a better debugger is really interesting.",4.62
2638,But it's not a better debugger.,1.1
2639,I guess I would love a better debugger.,1.76
2640,"Yeah, it's not yet.",0.66
2641,"Yeah, but it feels like it's not too far.",1.48
2642,"Yeah, one of my coworkers says he uses them for print statements.",2.42
2643,"Like every time he has to like, just like when he needs, the only thing I can really write is like, okay, I just want to write the thing to like print the state out right now.",5.92
2644,"Oh, that definitely is much faster.",3.34
2645,"It's print statements, yeah.",1.02
2646,"I see myself using that a lot, just like, because it figures out the rest of the functions, just like, okay, print everything.",5.2
2647,"Yeah, print everything, right?",0.94
2648,"If you want a pretty printer, maybe.",1.74
2649,"I'm like, yeah, you know what?",0.68
2650,"I think in two years, I'm going to start using these plugins.",3.1
2651,Yeah.,0.28
2652,A little bit.,0.48
2653,"And then in five years, I'm going to be heavily relying on some AI augmented flow.",3.94
2654,And then in 10 years.,0.98
2655,Do you think you'll ever get to 100%?,1.56
2656,"Where the, like, what's the role of the human that it converges to as a programmer?",5.86
2657,No.,0.14
2658,So you think it's all generated?,1.24
2659,"Our niche becomes, oh, I think it's over for humans in general.",2.82
2660,"It's not just programming, it's everything.",1.26
2661,"So niche becomes, whoa.",0.86
2662,Our niche becomes smaller and smaller and smaller.,1.38
2663,"In fact, I'll tell you what the last niche of humanity is going to be.",2.38
2664,Yeah.,0.18
2665,"There's a great book, and it's, if I recommended Metamorphosis of Prime Intellect last time, there is a sequel called A Casino Odyssey in Cyberspace.",7.06
2666,"And I don't want to give away the ending of this, but it tells you what the last remaining human currency is.",7.04
2667,And I agree with that.,0.7
2668,We'll leave that as a cliffhanger.,2.58
2669,"So no more programmers left, huh?",2.0
2670,That's where we're going.,1.42
2671,"Well, unless you want handmade code, maybe they'll sell it on Etsy.",2.58
2672,This is handwritten code.,1.4
2673,Doesn't have that machine polished to it.,3.32
2674,It has those slight imperfections that would only be written by a person.,2.58
2675,I wonder how far away we are from that.,1.88
2676,"I mean, there's some aspect to, you know, on Instagram, your title is listed as Prompt Engineer.",4.88
2677,Right?,0.28
2678,Thank you for noticing.,1.58
2679,"It's, I don't know if it's ironic or non, or sarcastic or non.",6.94
2680,"What do you think of prompt engineering as a scientific and engineering discipline, or maybe, and maybe art form?",7.68
2681,You know what?,0.42
2682,I started Comma six years ago.,1.68
2683,And I started the Tiny Corp a month ago.,1.64
2684,So much has changed.,2.42
2685,"Like, I'm now thinking, I'm now like, I started like going through like similar Comma processes to like starting a company.",7.14
2686,"I'm like, okay, I'm gonna get an office in San Diego.",1.74
2687,I'm gonna bring people here.,1.14
2688,I don't think so.,0.96
2689,I think I'm actually gonna do remote.,1.24
2690,Right?,0.1
2691,"George, you're gonna do remote?",0.72
2692,You hate remote?,0.46
2693,"Yeah, but I'm not gonna do job interviews.",1.82
2694,The only way you're gonna get a job is if you contribute to the GitHub.,2.0
2695,Right?,0.44
2696,"And then like, it like, like interacting through GitHub, like, like GitHub being the real, like, project management software for your company.",8.64
2697,And the thing pretty much just is a GitHub repo.,1.78
2698,"Is showing like me kind of what the future of, okay.",2.5
2699,So a lot of times I'll go on a Discord or kind of grab Discord.,2.5
2700,"And I'll throw out some random, like, hey, you know, can you change, instead of having log and exp as LL ops, change it to log to an exp too.",6.84
2701,It's pretty small change.,1.0
2702,You can just use like change your base formula.,1.12
2703,That's the kind of task that I can see an AI being able to do in a few years.,4.7
2704,"Like in a few years, I could see myself describing that.",2.6
2705,"And then within 30 seconds, a pull request is up the dozen.",2.84
2706,And it passes my CI and I merge it.,1.7
2707,Right?,0.1
2708,"So I really started thinking about like, well, what is the future of like, like jobs?",5.28
2709,How many AIs can I employ at my company?,1.9
2710,"As soon as we get the first tiny box up, I'm going to stand up a 65B llama in the Discord.",4.06
2711,"And it's like, yeah, here's the tiny box.",1.6
2712,"He's just like, he's chilling with us.",1.2
2713,"Basically, like you said with niches, most human jobs will eventually be replaced with prompt engineering.",9.7
2714,"Well, prompt engineering kind of is this like, as you like move up the stack, right?",6.28
2715,"Like, okay, there used to be humans actually doing arithmetic by hand.",3.88
2716,"There used to be like big farms of people doing pluses and stuff, right?",3.68
2717,"And then you have like spreadsheets, right?",1.8
2718,"And then, okay, the spreadsheet can do the plus for me.",2.26
2719,"And then you have like macros, right?",2.12
2720,"And then you have like things that basically just are spreadsheets under the hood, right?",3.7
2721,Like accounting software.,1.2
2722,"As we move further up the abstraction, well, what's at the top of the abstraction stack?",3.88
2723,"Well, a engineer.",0.6
2724,prompt Yeah.,1.66
2725,Right?,0.14
2726,What is the last thing if you think about like humans wanting to keep control?,5.38
2727,"Well, what am I really in the company but a prompt engineer, right?",3.06
2728,Isn't there a certain point where the AI will be better at writing prompts?,4.26
2729,"Yeah, but you see the problem with the AI writing prompts, a definition that I always liked of AI was AI is the ability to do things the do what I mean machine, right?",8.04
2730,"AI is not the, like the computer is so pedantic.",3.8
2731,It does what you say.,1.14
2732,"So, but you want the do what I mean machine.",2.54
2733,Right?,0.16
2734,"You want the machine where you say, you know, get my grandmother out of the burning house.",3.38
2735,"It like reasonably takes your grandmother and puts her on the ground, not lifts her a thousand feet above the burning house and lets her fall, right?",5.9
2736,But you don't- There's an old Yudkowsky example.,1.5
2737,But it's not going to find the meaning.,5.36
2738,"I mean, to do what I mean, it has to figure stuff out.",3.86
2739,And the thing you'll maybe ask it to do is run government for me.,5.86
2740,"Oh, and do what I mean very much comes down to how aligned is that AI with you.",3.82
2741,"Of course, when you talk to an AI that's made by a big company in the cloud, the AI fundamentally is aligned to them, not to you.",9.76
2742,Yeah.,0.24
2743,And that's why you have to buy a tiny box.,1.62
2744,So you make sure the AI stays aligned to you.,1.62
2745,"Every time that they start to pass, you know, AI regulation or GPU regulation, I'm going to see sales of tiny boxes spike.",6.62
2746,"It's going to be like guns, right?",0.96
2747,"Every time they talk about gun regulation, boom, gun sales.",3.42
2748,"So in the space of AI, you're an anarchist, anarchism, espouser, believer.",5.48
2749,"I'm an informational anarchist, yes.",1.66
2750,I'm an informational anarchist and a physical statist.,2.86
2751,I do not think anarchy in the physical world is very good because I exist in the physical world.,4.44
2752,"But I think we can construct this virtual world where anarchy, it can't hurt you, right?",4.54
2753,"I love that Tyler, the creator, tweet.",2.06
2754,"Yo, cyber bullying isn't real, man.",2.22
2755,Have you tried?,0.58
2756,"Turn it off the screen, close your eyes, like.",2.76
2757,Yeah.,0.36
2758,But how do you prevent the AI from basically replacing all human prompt engineers?,10.74
2759,"Where there's, it's like a self, like where nobody's the prompt engineer anymore.",3.48
2760,"So autonomy, greater and greater autonomy until it's full autonomy.",3.0
2761,Yeah.,0.14
2762,And that's just where it's headed.,1.14
2763,"Because one person's gonna say, run everything for me.",3.82
2764,"You see, I look at potential futures.",4.42
2765,"And as long as the AIs go on to create a vibrant civilization with diversity and complexity across the universe, more power to them, I'll die.",12.1
2766,"If the AIs go on to actually like turn the world into paperclips and then they die out themselves, well, that's horrific.",5.68
2767,And we don't want that to happen.,0.84
2768,So this is what I mean about like robustness.,2.5
2769,I trust robust machines.,1.54
2770,The current AIs are so not robust.,1.7
2771,"Like this comes back to the idea that we've never made a machine that can self-replicate, right?",4.0
2772,"But when we have, if the machines are truly robust and there is one prompt engineer left in the world, hope you're doing good, man.",8.82
2773,Hope you believe in God.,0.9
2774,"You know, go by God and go forth and conquer the universe.",6.92
2775,"Well, you mentioned, because I talked to Mark about faith in God and you said you were impressed by that.",4.88
2776,What's your own belief in God and how does that affect your work?,3.32
2777,"You know, I never really considered when I was younger, I guess my parents were atheists.",4.72
2778,So I was raised kind of atheist.,0.82
2779,I never really considered how absolutely like silly atheism is.,2.48
2780,"Because like, I create worlds, right?",3.9
2781,"Every like game creator, like how are you an atheist, bro?",2.34
2782,Like you create worlds.,1.12
2783,What's up with Devin?,0.46
2784,"No one created our world, man.",1.16
2785,That's different.,0.48
2786,Haven't you heard about like the Big Bang and stuff?,1.48
2787,"Yeah, I mean, what's the Skyrim myth origin story in Skyrim?",2.98
2788,"I'm sure there's like some part of it in Skyrim, but it's not like if you ask the creators, like the Big Bang is in universe, right?",6.2
2789,"I'm sure they have some Big Bang notion in Skyrim, right?",3.02
2790,But that obviously is not at all how Skyrim was actually created.,2.86
2791,"It was created by a bunch of programmers in a room, right?",2.02
2792,"So like, you know, it struck me one day how just silly atheism is, right?",5.04
2793,"Like, of course we were created by God.",1.42
2794,It's the most obvious thing.,1.08
2795,"Yeah, that's such a nice way to put it.",5.06
2796,Like we're such powerful creators ourselves.,2.38
2797,It's silly not to conceive that there's creators even more powerful than us.,4.08
2798,Yeah.,0.24
2799,"And then like, I also just like, I like that notion.",2.48
2800,"That notion gives me a lot of, I mean, I guess you can talk about what gives it a lot of religious people.",5.22
2801,"It's kind of like, it just gives me comfort.",1.26
2802,"It's like, you know what?",0.74
2803,"If we mess it all up and we die out, yeah.",2.6
2804,"Yeah, in the same way that a video game kind of has comfort in it.",3.32
2805,God will try again.,0.82
2806,Or there's balance.,1.88
2807,Like somebody figured out a balanced view of it.,3.24
2808,So it all makes sense in the end.,2.62
2809,"Like a video game is usually not gonna have crazy, crazy stuff.",3.52
2810,"You know, people will come up with like, well, yeah, but like, man, who created God?",6.6
2811,"I'm like, that's God's problem.",1.88
2812,"You know, like, I'm not gonna think this is, what are you asking me?",3.12
2813,"What, if God believes in God?",1.46
2814,I'm just this NPC living in this game.,1.92
2815,"I mean, to be fair, like if God didn't believe in God, he'd be as, you know, silly as the atheists here.",4.62
2816,What do you think is the greatest computer game of all time?,3.46
2817,Do you have any time to play games anymore?,2.14
2818,Have you played Diablo 4?,1.44
2819,I have not played Diablo 4.,1.62
2820,I will be doing that shortly.,1.74
2821,I have to.,0.42
2822,All right.,0.28
2823,"There's just so much history with 1, 2, and 3.",1.9
2824,You know what?,0.66
2825,I'm gonna say World of Warcraft.,1.06
2826,And it's not that the game is such a great game.,5.42
2827,It's not.,0.7
2828,"It's that I remember in 2005 when it came out, how it opened my mind to ideas.",7.32
2829,"It opened my mind to, like, this whole world we've created, right?",5.84
2830,And there's almost been nothing like it since.,1.78
2831,"Like, you can look at MMOs today, and I think they all have lower user bases than World of Warcraft.",4.48
2832,"Like, EVE Online's kind of cool.",1.32
2833,"But to think that, like, everyone knows, you know, people are always like, if you look at the Apple headset, like, what do people want in this VR?",9.1
2834,Everyone knows what they want.,0.82
2835,I want Ready Player One.,0.94
2836,And like that.,0.96
2837,So I'm gonna say World of Warcraft.,1.44
2838,"And I'm hoping that, like, games can get out of this whole mobile gaming dopamine pump thing.",6.22
2839,And like- Create worlds.,1.16
2840,"Create worlds, yeah.",1.24
2841,And worlds that captivate a very large fraction of the human population.,3.86
2842,"Yeah, and I think it'll come back.",1.8
2843,I believe.,0.56
2844,"But MMO, like, really, really pull you in.",3.3
2845,Games do a good job.,0.98
2846,"I mean, okay, are there, like, two other games that I think are, you know, very noteworthy for me are Skyrim and GTA V?",4.4
2847,"Skyrim, yeah.",0.98
2848,That's probably number one for me.,1.76
2849,GTA.,0.38
2850,"Yeah, what is it about GTA?",1.34
2851,GTA is really...,1.56
2852,"I mean, I guess GTA is real life.",3.34
2853,I know there's prostitutes and guns and stuff.,2.16
2854,"Yeah, they exist in real life too.",1.34
2855,"Yes, I know.",1.44
2856,"But it's how I imagine your life to be, actually.",2.84
2857,I wish it was that cool.,0.9
2858,Yeah.,0.32
2859,"Yeah, I guess that's, you know, because there's Sims, right?",4.4
2860,Which is also a game I like.,1.24
2861,But it's a gamified version of life.,2.06
2862,But it also is...,1.04
2863,I would love a combination of Sims and GTA.,2.74
2864,"So more freedom, more violence, more rawness.",4.5
2865,"But with also, like, ability to have a career and family and this kind of stuff.",3.98
2866,"What I'm really excited about in games is, like, once we start getting intelligent AIs to interact with.",5.72
2867,"Oh, yeah.",0.42
2868,Right?,0.16
2869,"Like, the NPCs in games have never been.",1.58
2870,But conversationally.,0.94
2871,"Oh, in every way.",1.0
2872,"In, like, yeah, in, like, every way.",2.24
2873,"Like, when you're actually building a world and a world imbued with intelligence.",4.6
2874,"Oh, yeah.",0.72
2875,Right?,0.16
2876,And it's just hard.,0.72
2877,"Like, there's just, like, you know, running World of Warcraft.",1.9
2878,"Like, you're limited by what you're running on a Pentium 4, you know?",2.82
2879,How much intelligence can you run?,0.92
2880,How many flops did you have?,1.04
2881,Right?,0.16
2882,"But now when I'm running a game on a 100 petaflop machine, well, it's five people.",4.86
2883,I'm trying to make this a thing.,1.14
2884,20 petaflops of compute is one person of compute.,2.3
2885,I'm trying to make that a unit.,0.78
2886,20 is petaflops one person.,1.4
2887,One person.,0.38
2888,One person flop.,1.24
2889,It's like a horsepower.,0.46
2890,"Like, what's a horsepower?",0.9
2891,It's how powerful a horse is.,0.82
2892,What's a person of compute?,1.12
2893,"Well, you know.",0.5
2894,One flop.,0.24
2895,I got it.,0.76
2896,That's interesting.,1.2
2897,"VR also adds, I mean, in terms of creating worlds.",3.16
2898,You know what?,0.46
2899,Border Quest 2.,0.58
2900,"I put it on, and I can't believe the first thing they show me is a bunch of scrolling clouds and a Facebook login screen.",6.96
2901,Yeah.,0.26
2902,You had the ability to bring me into a world.,3.02
2903,"Yeah, yeah.",0.36
2904,And what did you give me?,1.06
2905,"A pop-up, right?",1.16
2906,"And this is why you're not cool, Mark Zuckerberg.",2.42
2907,But you could be cool.,1.06
2908,"Just make sure on the Quest 3, you don't put me into clouds and a Facebook login screen.",4.12
2909,Bring me to a world.,0.72
2910,I just tried Quest 3.,1.44
2911,It was awesome.,0.64
2912,"But hear that, guys?",0.94
2913,I agree with that.,0.76
2914,So I- I didn't have the clouds in the world.,2.42
2915,It was just so- You know what?,1.36
2916,"Because I, I mean, the beginning, what is it?",3.26
2917,Todd Howard said this about design of the beginning of the games he creates.,4.46
2918,"It's like, the beginning is so, so, so important.",1.86
2919,I recently played Zelda for the first time.,1.92
2920,"Zelda Breath of the Wild, the previous one.",1.48
2921,"And like, it's very quickly, you come out of this, like, within like 10 seconds, you come out of like a cave-type place.",7.38
2922,"And it's like, this world opens up.",2.22
2923,"It's like, ah.",0.96
2924,"And it like, it pulls you in.",2.42
2925,"You forget whatever troubles I was having, whatever, like- I got to play that from the beginning.",4.44
2926,I played it for like an hour at a friend's house.,1.46
2927,"Ah, no.",0.48
2928,"The beginning, got they it.",1.04
2929,They did it really well.,1.4
2930,The expansiveness of that space.,1.82
2931,The peacefulness of that place.,2.74
2932,"They got this, the music.",0.76
2933,"I mean, so much of that is creating that world and pulling you right in.",3.24
2934,I'm going to go buy a Switch.,1.36
2935,"Like, I'm going to go today and buy a Switch.",1.18
2936,You should.,0.26
2937,"Well, the new one came out.",0.78
2938,I haven't played that yet.,0.74
2939,But Diablo 4 or something.,1.96
2940,"I mean, there's sentimentality also.",1.92
2941,But something about VR really is incredible.,4.08
2942,But the new Quest 3 is mixed reality.,3.72
2943,And I got a chance to try that.,1.36
2944,So it's augmented reality.,1.76
2945,"And for video games, it's done really, really well.",2.42
2946,it Is pass-through or cameras?,0.7
2947,Cameras.,0.38
2948,"It's cameras, okay.",0.4
2949,Yeah.,0.22
2950,"The Apple one, is that one pass-through or cameras?",1.9
2951,I don't know.,0.44
2952,I don't know how real it is.,1.56
2953,"I don't know anything, you know?",1.18
2954,Coming out in January.,1.78
2955,Is it January or is it some point?,1.64
2956,Some point.,0.48
2957,Maybe not January.,0.92
2958,Maybe that's my optimism.,0.94
2959,"But Apple, I will buy it.",1.02
2960,"If it's expensive and does nothing, I will buy it.",2.14
2961,I will support this future endeavor.,1.32
2962,You're the meme.,0.6
2963,"Oh, yes.",0.66
2964,I support competition.,1.48
2965,It seemed like Quest was the only people doing it.,2.82
2966,And this is great that they're like...,2.5
2967,You know what?,0.58
2968,And this is another place.,0.98
2969,We'll give some more respect to Mark Zuckerberg.,1.5
2970,The two companies that have endured through technology are Apple and Microsoft.,3.7
2971,And what do they make?,1.54
2972,Computers and business services.,1.26
2973,"All the memes, social ads, they all come and go.",3.54
2974,But you want to endure.,1.5
2975,Build hardware.,0.4
2976,Yeah.,0.2
2977,And that does a really interesting job.,3.02
2978,Maybe I'm a noob at this.,2.0
2979,"But it's a $500 headset, Quest 3.",4.06
2980,"And just having creatures run around the space, like our space right here.",4.9
2981,"To me, okay, this is a very boomer statement.",2.92
2982,But it added windows to the place.,3.48
2983,"I heard about the aquarium, yeah.",1.52
2984,Aquarium.,0.4
2985,"But in this case, it was a zombie game, whatever.",1.56
2986,It doesn't matter.,0.48
2987,But just like it modifies the space in a way where I can't...,4.84
2988,It really feels like a window and you can look out.,3.18
2989,It's pretty cool.,1.06
2990,Like I was just...,0.7
2991,It's like a zombie game.,1.14
2992,"They're running at me, whatever.",0.78
2993,But what I was enjoying is the fact that there's like a window and they're stepping on objects in this space.,5.4
2994,That was a different kind of escape.,2.28
2995,Also because you can see the other humans.,2.32
2996,So it's integrated with the other humans.,1.42
2997,"It's really, really interesting.",1.06
2998,And that's why it's more important than ever that the AI is running on those systems are aligned with you.,5.24
2999,"Oh, yeah.",0.3
3000,They're going to augment your entire world.,1.74
3001,"Oh, yeah.",0.42
3002,And those AIs have a...,2.68
3003,"I mean, you think about all the dark stuff, like sexual stuff.",5.42
3004,"Like if those AIs threaten me, that could be haunting.",3.72
3005,"Like if they threaten me in a non-video game way, it's like...",3.54
3006,"Oh, yeah, yeah, yeah, yeah, yeah.",1.04
3007,They'll know personal information about me.,2.0
3008,"And it's like, and then you lose track of what's real, what's not.",2.66
3009,Like what if stuff is like hacked?,1.18
3010,"There's two directions the AI girlfriend company can take, right?",3.0
3011,"There's like the highbrow, something like her.",1.78
3012,Maybe something you kind of talk to and this is...,2.0
3013,And then there's the lowbrow version of it where I want to set up a brothel in Times Square.,3.24
3014,Yeah.,0.14
3015,Yeah.,0.26
3016,It's not cheating if it's a robot.,1.32
3017,It's a VR experience.,1.1
3018,Is there an in-between?,0.96
3019,No.,0.3
3020,I don't want to do that one or that one.,1.16
3021,Have you decided yet?,0.82
3022,"No, I'll figure it out.",0.9
3023,We'll see what the technology goes.,1.54
3024,I would love to hear your opinions for George's third company.,4.06
3025,"What to do, the brothel in Times Square or the her experience.",4.96
3026,What do you think company number four will be?,3.7
3027,You think there'll be a company number four?,1.16
3028,There's a lot to do in company number two.,1.58
3029,"I'm just like, I'm talking about company number three now.",1.64
3030,None of that tech exists yet.,1.24
3031,There's a lot to do in company number two.,1.72
3032,Company number two is going to be the great struggle of the next six years.,3.24
3033,"And of the next six years, how centralized is compute going to be?",3.42
3034,"The less centralized compute is going to be, the better of a chance we all have.",3.04
3035,So you're a flag bearer for open source distributed decentralization of compute.,6.86
3036,We have to.,0.42
3037,"We have to, or they will just completely dominate us.",2.18
3038,I showed a picture on stream of a man in a chicken farm.,3.78
3039,Have you ever seen one of those factory farm chicken farms?,1.64
3040,Why does he dominate all the chickens?,1.56
3041,Why does he- Smarter.,1.32
3042,"He's smarter, right?",0.88
3043,"Some people on Twitch were like, he's bigger than the chickens.",2.58
3044,Yeah.,0.24
3045,"And now here's a man in a cow farm, right?",2.28
3046,So it has nothing to do with their size and everything to do with their intelligence.,3.12
3047,"And if one central organization has all the intelligence, you'll be the chickens and they'll be the chicken man.",6.54
3048,"But if we all have the intelligence, we're all the chickens.",3.86
3049,"We're not all the man, we're all the chickens.",2.86
3050,And there's no chicken man.,1.14
3051,There's no chicken man.,1.1
3052,We're just chickens in Miami.,1.48
3053,"He was having a good life, man.",1.54
